438	363	22
439	859	85
440	913	824
441	598	581
442	31	589
443	404	908
444	338	500
445	844	615
446	690	613
447	338	519
448	262	977
449	891	291
450	542	9
451	766	816
452	378	29
453	11	566
454	377	138
455	11	456
456	364	577
457	622	629
458	420	847
459	592	279
460	302	385
461	168	434
462	916	950
463	176	562
464	741	289
465	411	700
466	5	794
467	538	559
468	367	247
469	124	672
470	825	918
471	394	48
472	959	810
473	253	133
474	951	987
475	163	289
476	75	512
477	200	822
478	269	758
479	811	832
480	848	144
481	406	432
482	583	885
483	489	859
484	642	645
485	668	995
486	436	615
487	832	729
488	663	438
489	684	623
490	894	358
491	967	45
492	861	463
493	154	388
494	698	784
495	910	23
496	416	27
497	750	693
498	444	336
499	441	308
500	861	684
501	670	549
502	386	914
503	727	905
504	775	47
505	606	128
506	502	334
507	289	818
508	329	764
509	625	806
510	866	765
511	127	309
512	308	81
513	724	709
514	837	250
515	416	555
516	748	139
517	872	593
518	262	863
519	635	193
520	907	441
521	355	173
522	359	117
523	313	594
524	920	387
525	668	743
526	706	138
527	856	778
528	140	818
529	826	965
530	882	509
531	950	465
532	340	964
533	289	523
534	919	670
535	513	800
536	748	147
537	709	501
538	866	461
539	265	262
540	464	384
541	694	893
542	336	540
543	65	201
544	97	665
545	509	437
546	587	284
547	908	738
548	768	405
549	231	626
550	869	313
551	430	211
552	756	233
553	625	263
554	143	597
555	754	469
556	206	36
557	368	617
558	65	172
559	349	960
560	624	259
561	514	81
562	385	610
563	470	337
564	464	294
565	751	843
566	15	675
567	967	809
568	531	172
569	139	246
570	423	291
571	44	472
572	720	19
573	606	975
574	879	158
575	390	827
576	243	446
577	790	844
578	377	454
579	268	354
580	63	760
581	592	546
582	300	854
583	791	396
584	829	5
585	838	96
586	723	516
587	324	231
588	275	746
589	46	971
590	317	503
591	521	595
592	695	47
593	641	501
594	416	136
595	548	485
596	894	124
597	497	581
598	224	206
599	608	580
600	242	912
601	748	405
602	489	785
603	859	304
604	799	851
605	568	445
606	579	399
607	602	379
608	34	799
609	732	548
610	69	610
611	69	436
612	578	945
613	870	133
614	134	192
615	676	762
616	60	192
617	151	255
618	631	343
619	823	355
620	871	399
621	949	604
622	459	883
623	882	465
624	812	810
625	250	622
626	495	569
627	115	880
628	289	131
629	91	620
630	508	567
631	161	249
632	834	107
633	822	854
634	344	711
635	831	546
636	157	575
637	693	176
638	644	699
639	60	450
640	624	631
641	521	959
642	692	607
643	251	919
644	581	91
645	723	211
646	203	360
647	150	414
648	977	810
649	406	856
650	924	19
651	203	430
652	975	685
653	988	218
654	731	884
655	952	724
656	681	546
657	936	700
658	245	43
659	781	874
660	695	993
661	158	718
662	368	13
663	600	898
664	405	198
665	701	342
666	76	242
667	810	692
668	904	645
669	218	423
670	814	406
671	93	537
672	292	432
673	145	69
674	828	456
675	977	624
676	909	203
677	594	926
678	653	548
679	452	478
680	898	201
681	734	851
682	525	403
683	338	753
684	272	640
685	811	928
686	368	753
687	155	450
688	868	361
689	902	972
690	915	244
691	638	815
692	182	453
693	744	499
694	815	259
695	599	386
696	797	998
697	25	22
698	477	267
699	118	654
700	11	241
701	105	875
702	929	640
703	128	672
704	132	120
705	203	201
706	624	78
707	359	812
708	607	627
709	461	555
710	575	159
711	75	415
712	541	890
713	782	323
714	192	120
715	467	259
716	911	404
717	181	806
718	45	884
719	359	976
720	228	582
721	169	368
722	915	714
723	21	460
724	755	931
725	958	623
726	911	100
727	577	172
728	951	874
729	120	425
730	147	998
731	545	582
732	502	210
733	259	982
734	419	194
735	643	337
736	905	253
737	523	30
738	863	642
739	466	149
740	445	177
741	939	980
742	500	638
743	203	818
744	271	337
745	125	206
746	998	840
747	971	688
748	506	285
749	336	690
750	832	899
751	693	296
752	283	249
753	113	916
754	367	75
755	692	422
756	119	686
757	173	873
758	669	897
759	403	848
760	756	78
761	55	608
762	44	994
763	912	306
764	241	533
765	580	49
766	101	275
767	208	443
768	272	219
769	247	934
770	478	166
771	272	15
772	294	250
773	950	325
774	124	833
775	545	168
776	576	658
777	573	524
778	16	168
779	213	319
780	406	469
781	574	552
782	740	318
783	410	307
784	277	820
785	901	261
786	525	904
787	747	720
788	841	765
789	934	244
790	547	934
791	539	287
792	811	20
793	637	844
794	364	108
795	815	233
796	811	943
797	157	97
798	703	531
799	796	277
800	462	999
801	938	689
802	873	20
803	422	551
804	621	927
805	490	92
806	560	145
807	499	324
808	611	547
809	314	796
810	915	870
811	423	856
812	12	354
813	796	827
814	27	731
815	93	562
816	73	199
817	921	671
818	241	0
819	104	1
820	316	679
821	337	232
822	351	121
823	797	539
824	202	606
825	903	387
826	628	999
827	1	792
828	380	872
829	246	839
830	870	745
831	80	878
832	482	267
833	190	809
834	34	168
835	894	438
836	525	71
837	973	345
838	511	998
839	961	482
840	571	331
841	521	835
842	138	928
843	346	807
844	707	171
845	496	957
846	289	749
847	19	712
848	55	953
849	289	136
850	779	829
851	1	611
852	647	854
853	64	356
854	788	682
855	971	186
856	379	544
857	40	142
858	187	852
859	387	921
860	315	40
861	811	137
862	298	661
863	789	134
864	751	897
865	381	635
866	652	884
867	779	287
868	710	602
869	90	975
870	273	191
871	316	826
872	604	222
873	985	437
874	632	546
875	244	377
876	574	150
877	55	45
878	916	448
879	894	541
880	712	274
881	276	312
882	899	114
883	689	305
884	480	607
885	455	716
886	795	621
887	933	16
888	315	158
889	873	263
890	381	684
891	461	524
892	663	434
893	116	681
894	896	898
895	80	109
896	780	3
897	350	459
898	190	304
899	322	556
900	283	785
901	646	826
902	532	367
903	246	761
904	783	958
905	816	245
906	429	774
907	54	513
908	584	850
909	989	707
910	247	505
911	549	465
912	915	997
913	200	735
914	376	587
915	583	481
916	235	44
917	635	371
918	953	747
919	932	106
920	887	683
921	484	906
922	33	263
923	677	124
924	160	151
925	583	302
926	196	913
927	761	300
928	136	557
929	615	777
930	923	142
931	813	679
932	611	182
933	381	855
934	106	467
935	913	311
936	587	817
937	862	831
938	511	602
939	47	575
940	700	786
941	8	954
942	463	11
943	410	76
944	991	560
945	709	615
946	778	14
947	401	123
948	735	353
949	821	850
950	673	877
951	209	54
952	921	2
953	715	930
954	634	109
955	648	462
956	597	315
957	706	62
958	697	710
959	450	830
960	584	308
961	158	759
962	512	296
963	955	896
964	1	109
965	664	708
966	742	399
967	717	359
968	647	444
969	472	189
970	783	346
971	113	957
972	974	237
973	857	800
974	12	530
975	167	744
976	45	630
977	386	815
978	89	34
979	596	865
980	251	343
981	72	696
982	383	429
983	467	542
984	666	962
985	414	497
986	184	162
987	932	34
988	112	132
989	16	264
990	764	275
991	469	140
992	18	322
993	611	332
994	623	661
995	687	351
996	283	600
997	777	856
998	875	638
999	205	822
